,formula,structure,spacegroup,formation_energy_ev_natom,bandgap_energy_ev
20,Al2O3,"Full Formula (Al10 O15)
Reduced Formula: Al2O3
abc   :   5.638712   5.633496  10.095617
angles: 108.194187  85.088573  59.595332
Sites (25)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.464679  0.79037   0.12166
  1  Al    0.905882  0.094835  0.015352
  2  Al    0.613313  0.338393  0.313216
  3  Al    0.141143  0.325552  0.329288
  4  Al    0.123047  0.747174  0.631034
  5  Al    0.51173   0.921099  0.823921
  6  Al    0.837083  0.336392  0.557847
  7  Al    0.531041  0.986604  0.495377
  8  Al    0.019647  0.418927  0.826308
  9  Al    0.510676  0.405564  0.820535
 10  O     0.618145  0.482609  0.169559
 11  O     0.744953  0.574451  0.429986
 12  O     0.073893  0.070973  0.181803
 13  O     0.514255  0.087093  0.204351
 14  O     0.225785  0.589448  0.434469
 15  O     0.447782  0.625675  0.690699
 16  O     0.907577  0.618622  0.690627
 17  O     0.71463   0.131667  0.43827
 18  O     0.212642  0.116071  0.44334
 19  O     0.121302  0.672988  0.9238
 20  O     0.419408  0.142264  0.696211
 21  O     0.911559  0.15512   0.689353
 22  O     0.617041  0.662078  0.926515
 23  O     0.63516   0.152936  0.914321
 24  O     0.127624  0.173098  0.922157",1,-3.363223517549999,4.0173000000000005
21,Al2O3,"Full Formula (Al4 O6)
Reduced Formula: Al2O3
abc   :   5.597846   5.597846   4.968741
angles:  90.000000  90.000000  59.321369
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.004598  0.329366  0.931139
  1  Al    0.670634  0.995402  0.931139
  2  Al    0.329366  0.004598  0.431139
  3  Al    0.995402  0.670634  0.431139
  4  O     0.228431  0.771569  0.49432
  5  O     0.097757  0.339636  0.585571
  6  O     0.660364  0.902243  0.585571
  7  O     0.339636  0.097757  0.085571
  8  O     0.902243  0.660364  0.085571
  9  O     0.771569  0.228431  0.99432",36,-3.3964158267499998,4.2235000000000005
22,Al2O3,"Full Formula (Al4 O6)
Reduced Formula: Al2O3
abc   :   2.940950   5.670515   6.141512
angles: 103.613442 103.853023  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.839794  0.891047  0.679589
  1  O     0.160206  0.108953  0.320411
  2  O     0.504979  0.742558  0.009959
  3  O     0.495021  0.257442  0.990041
  4  O     0.173605  0.567412  0.34721
  5  O     0.826395  0.432588  0.65279
  6  Al    0.909879  0.204389  0.819757
  7  Al    0.090121  0.795611  0.180243
  8  Al    0.65785   0.316777  0.315699
  9  Al    0.34215   0.683223  0.684301",12,-3.4326328937499992,4.4553
23,Al2O3,"Full Formula (Al8 O12)
Reduced Formula: Al2O3
abc   :   4.846933   4.985404   7.089941
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.107021  0.101976  0.654002
  1  O     0.107021  0.398024  0.345998
  2  O     0.392979  0.601976  0.845998
  3  O     0.392979  0.898024  0.154002
  4  O     0.892979  0.898024  0.345998
  5  O     0.892979  0.601976  0.654002
  6  O     0.607021  0.398024  0.154002
  7  O     0.607021  0.101976  0.845998
  8  O     0.049404  0.25      0
  9  O     0.450596  0.75      0.5
 10  O     0.950596  0.75      0
 11  O     0.549404  0.25      0.5
 12  Al    0.252152  0.030514  0.390395
 13  Al    0.252152  0.469486  0.609605
 14  Al    0.247848  0.530514  0.109605
 15  Al    0.247848  0.969486  0.890395
 16  Al    0.747848  0.969486  0.609605
 17  Al    0.747848  0.530514  0.390395
 18  Al    0.752152  0.469486  0.890395
 19  Al    0.752152  0.030514  0.109605",60,-3.34874911175,5.313199999999999
24,Al2O3,"Full Formula (Al16 O24)
Reduced Formula: Al2O3
abc   :   4.886431   8.396838   9.024800
angles:  90.000000  90.000000  90.000000
Sites (40)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.676133  0.152429  0.206868
  1  Al    0.823867  0.652429  0.706868
  2  Al    0.683401  0.839895  0.016022
  3  Al    0.816599  0.339895  0.516022
  4  Al    0.316599  0.160105  0.516022
  5  Al    0.172353  0.03096   0.006151
  6  Al    0.685537  0.153885  0.794707
  7  Al    0.185537  0.346115  0.794707
  8  Al    0.314463  0.846115  0.294707
  9  Al    0.827647  0.96904   0.506151
 10  Al    0.672353  0.46904   0.006151
 11  Al    0.176133  0.347571  0.206868
 12  Al    0.323867  0.847571  0.706868
 13  Al    0.814463  0.653885  0.294707
 14  Al    0.327647  0.53096   0.506151
 15  Al    0.183401  0.660105  0.016022
 16  O     0.977248  0.511715  0.141725
 17  O     0.343122  0.839051  0.905742
 18  O     0.020766  0.823956  0.134871
 19  O     0.482468  0.668659  0.647526
 20  O     0.843122  0.660949  0.905742
 21  O     0.342478  0.168647  0.880132
 22  O     0.979234  0.176044  0.634871
 23  O     0.156878  0.339051  0.405742
 24  O     0.982468  0.831341  0.647526
 25  O     0.520766  0.676044  0.134871
 26  O     0.522752  0.011715  0.641725
 27  O     0.656878  0.160949  0.405742
 28  O     0.657811  0.50134   0.412355
 29  O     0.517532  0.331341  0.147526
 30  O     0.017532  0.168659  0.147526
 31  O     0.022752  0.488285  0.641725
 32  O     0.157811  0.99866   0.412355
 33  O     0.157522  0.668647  0.380132
 34  O     0.479234  0.323956  0.634871
 35  O     0.657522  0.831353  0.380132
 36  O     0.477248  0.988285  0.141725
 37  O     0.842189  0.00134   0.912355
 38  O     0.342189  0.49866   0.912355
 39  O     0.842478  0.331353  0.880132",33,-3.4252068827499995,4.8274
25,Al2O,"Full Formula (Al2 O1)
Reduced Formula: Al2O
abc   :   4.024442   4.024442   4.024442
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  O     0     0     0
  1  Al    0.75  0.75  0.75
  2  Al    0.25  0.25  0.25",225,-0.14817975374999945,0.0
26,Al2O3,"Full Formula (Al4 O6)
Reduced Formula: Al2O3
abc   :   5.177955   5.177954   5.177956
angles:  55.289628  55.289607  55.289594
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.443855  0.056145  0.750001
  1  O     0.943855  0.250001  0.556145
  2  Al    0.647904  0.647903  0.647903
  3  Al    0.852097  0.852097  0.852097
  4  O     0.056144  0.75      0.443855
  5  O     0.750001  0.443856  0.056144
  6  Al    0.147904  0.147903  0.147903
  7  Al    0.352097  0.352096  0.352096
  8  O     0.25      0.556144  0.943855
  9  O     0.556144  0.943856  0.249999",167,-3.4421135007499997,5.853700000000001
27,Al2O3,"Full Formula (Al16 O24)
Reduced Formula: Al2O3
abc   :   5.686861   5.654784  16.884332
angles:  60.332675  58.236252  59.852289
Sites (40)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Al    0.115703   0.624466  0.038304
  1  Al    0.970842   0.010547  0.165737
  2  Al    0.452318  -0.00859   0.339541
  3  Al    0.481527   0.500471  0.160835
  4  Al    0.464905   0.017424  0.166172
  5  Al    0.131162   0.097137  0.712897
  6  Al    0.429339   0.492626  0.510167
  7  Al    0.497579   0.486841  0.666034
  8  Al    0.96438    0.468289  0.356223
  9  Al    0.484536   0.491381  0.333077
 10  Al    0.518763   0.97153   0.504537
 11  Al    0.501146   0.511341  0.826647
 12  Al    0.845646   0.893801  0.619759
 13  Al    0.496148  -0.017581  0.827912
 14  Al    0.884348   0.386671  0.937349
 15  Al    0.52059    0.998648  0.986491
 16  O     0.232169   0.224848  0.089464
 17  O     0.248353   0.257328  0.248421
 18  O     0.233925   0.7584    0.086908
 19  O     0.72895    0.24054   0.086075
 20  O     0.240004   0.745662  0.241602
 21  O     0.254004   0.259194  0.402568
 22  O     0.255937   0.219188  0.580283
 23  O     0.701474   0.259655  0.242295
 24  O     0.27101    0.726816  0.409021
 25  O     0.708508   0.760137  0.083747
 26  O     0.70865    0.273794  0.410495
 27  O     0.709732   0.780471  0.244362
 28  O     0.269186   0.234694  0.750466
 29  O     0.250771   0.751598  0.577637
 30  O     0.273378   0.712893  0.750665
 31  O     0.697371   0.276871  0.576646
 32  O     0.268002   0.230755  0.915968
 33  O     0.697551   0.758702  0.410826
 34  O     0.727825   0.242295  0.751513
 35  O     0.727777   0.740028  0.581493
 36  O     0.260054   0.739398  0.912141
 37  O     0.710378   0.25412   0.916263
 38  O     0.7293     0.747646  0.750687
 39  O     0.711761   0.754968  0.917509",1,-3.33100146325,3.2993999999999994
28,Al2O3,"Full Formula (Al16 O24)
Reduced Formula: Al2O3
abc   :   5.592100   6.135007  18.713984
angles:  95.616908 121.701921 120.006348
Sites (40)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.017858  0.029788  0.907464
  1  Al    0.252001  0.486623  0.732622
  2  Al    0.994052  0.053118  0.5729
  3  Al    0.487193  0.018157  0.878751
  4  Al    0.910983  0.945308  0.715545
  5  Al    0.528475  0.059377  0.738325
  6  Al    0.660001  0.484936  0.557773
  7  Al    0.005063  0.951899  0.18201
  8  Al    0.616878  0.532328  0.380284
  9  Al    0.399682  0.95766   0.55116
 10  Al    0.113221  0.988856  0.344899
 11  Al    0.794663  0.083958  0.392449
 12  Al    0.463654  0.362569  0.150633
 13  Al    0.340627  0.797478  0.157857
 14  Al    0.545309  0.597382  0.948241
 15  Al    0.642209  0.100719  0.060941
 16  O     0.154563  0.796762  0.749258
 17  O     0.899449  0.240731  0.737035
 18  O     0.444361  0.848907  0.947811
 19  O     0.62168   0.794998  0.745906
 20  O     0.07552   0.781545  0.418501
 21  O     0.355723  0.216115  0.896199
 22  O     0.25632   0.297827  0.434285
 23  O     0.622585  0.785142  0.585391
 24  O     0.317698  0.223935  0.720159
 25  O     0.639362  0.693269  0.873783
 26  O     0.680195  0.840946  0.43993
 27  O     0.868207  0.701514  0.069391
 28  O     0.866025  0.231412  0.885356
 29  O     0.404719  0.260683  0.587338
 30  O     0.100123  0.382212  0.109179
 31  O     0.621305  0.852095  0.280479
 32  O     0.628598  0.246522  0.406668
 33  O     0.107248  0.79832   0.591181
 34  O     0.549851  0.859201  0.10522
 35  O     0.869198  0.279819  0.592402
 36  O     0.445011  0.149908  0.206986
 37  O     0.34753   0.173848  0.039935
 38  O     0.915213  0.707925  0.230004
 39  O     0.162986  0.243938  0.274225",1,-3.23878030275,3.441299999999999
29,AlO,"Full Formula (Al1 O1)
Reduced Formula: AlO
abc   :   3.165384   3.165384   3.165384
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  O     0.5  0.5  0.5
  1  Al    0    0    0",225,-1.5633622056249994,0.0
30,Al2O3,"Full Formula (Al8 O12)
Reduced Formula: Al2O3
abc   :   6.524847   6.524847   6.524847
angles:  60.000000  60.000000  60.000000
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.5       0.5       0
  1  Al    0.5       0         0.5
  2  Al    0         0.5       0.5
  3  Al    0.5       0.5       0.5
  4  Al    0         0         0.5
  5  Al    0         0.5       0
  6  Al    0.5       0         0
  7  Al    0         0         0
  8  O     0.875887  0.374113  0.374113
  9  O     0.374113  0.875887  0.875887
 10  O     0.374113  0.875887  0.374113
 11  O     0.875887  0.374113  0.875887
 12  O     0.374113  0.374113  0.875887
 13  O     0.875887  0.875887  0.374113
 14  O     0.124113  0.625887  0.625887
 15  O     0.625887  0.124113  0.124113
 16  O     0.625887  0.124113  0.625887
 17  O     0.124113  0.625887  0.124113
 18  O     0.625887  0.625887  0.124113
 19  O     0.124113  0.124113  0.625887",224,-2.5711530037499997,0.0
31,Ga2O3,"Full Formula (Ga16 O24)
Reduced Formula: Ga2O3
abc   :   5.948723   6.107636  18.052165
angles:  60.041094  58.447460  58.697093
Sites (40)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ga    0.179422  0.066411  0.397259
  1  Ga    0.396074  0.027935  0.180249
  2  Ga    0.489451  0.483245  0.175833
  3  Ga    0.167681  0.119479  0.701396
  4  Ga    0.491534  0.008517  0.500865
  5  Ga    0.490022  0.500358  0.498172
  6  Ga    0.982896  0.857591  0.111342
  7  Ga    0.794565  0.405422  0.296294
  8  Ga    0.523975  0.001372  0.825258
  9  Ga    0.499776  0.505128  0.658123
 10  Ga    0.863934  0.862297  0.305603
 11  Ga    0.342371  0.334943  0.986089
 12  Ga    0.524927  0.553901  0.800088
 13  Ga    0.855781  0.89481   0.619786
 14  Ga    0.865851  0.394103  0.953106
 15  Ga    0.869464  0.865572  0.95888
 16  O     0.202739  0.253469  0.103188
 17  O     0.232321  0.250675  0.255849
 18  O     0.349185  0.704809  0.08106
 19  O     0.757367  0.23084   0.083469
 20  O     0.284675  0.237463  0.422504
 21  O     0.258695  0.743392  0.246095
 22  O     0.758922  0.779343  0.086057
 23  O     0.279659  0.248467  0.576925
 24  O     0.292778  0.715348  0.416933
 25  O     0.735807  0.248578  0.246949
 26  O     0.776174  0.238062  0.416231
 27  O     0.756413  0.771916  0.239914
 28  O     0.277238  0.233674  0.755285
 29  O     0.256508  0.743263  0.583868
 30  O     0.263151  0.254542  0.914538
 31  O     0.719053  0.748087  0.427697
 32  O     0.262649  0.73902   0.744832
 33  O     0.713493  0.270714  0.583967
 34  O     0.712866  0.758625  0.586685
 35  O     0.741275  0.253244  0.752975
 36  O     0.269983  0.712946  0.91266
 37  O     0.737454  0.247342  0.9187
 38  O     0.742884  0.757331  0.752776
 39  O     0.743987  0.764766  0.910166",1,-2.0623813047500006,0.005800000000000249
32,Ga2O3,"Full Formula (Ga4 O6)
Reduced Formula: Ga2O3
abc   :   2.820390   4.904315   7.284028
angles:  90.000000  90.000000 106.710838
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.636875  0.27375   0.925233
  1  O     0.363125  0.72625   0.074767
  2  O     0.363125  0.72625   0.425233
  3  O     0.636875  0.27375   0.574767
  4  O     0.892966  0.785933  0.75
  5  O     0.107034  0.214067  0.25
  6  Ga    0.751976  0.503952  0.25
  7  Ga    0.248024  0.496048  0.75
  8  Ga    0         0         0.5
  9  Ga    0         0         0",63,-1.9961572497500009,1.1942
33,Ga2O3,"Full Formula (Ga4 O6)
Reduced Formula: Ga2O3
abc   :   5.399912   5.399912   5.399912
angles:  55.871607  55.871607  55.871607
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.75      0.446871  0.053129
  1  O     0.446871  0.053129  0.75
  2  O     0.053129  0.75      0.446871
  3  O     0.25      0.553129  0.946871
  4  O     0.946871  0.25      0.553129
  5  O     0.553129  0.946871  0.25
  6  Ga    0.855911  0.855911  0.855911
  7  Ga    0.644089  0.644089  0.644089
  8  Ga    0.144089  0.144089  0.144089
  9  Ga    0.355911  0.355911  0.355911",167,-2.25145319875,2.4019000000000004
34,Ga2O3,"Full Formula (Ga4 O6)
Reduced Formula: Ga2O3
abc   :   3.082969   5.876153   6.414205
angles: 103.275123 103.905635  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.495897  0.256491  0.991795
  1  O     0.504103  0.743509  0.008205
  2  O     0.173598  0.564294  0.347196
  3  O     0.826402  0.435706  0.652804
  4  O     0.836497  0.891047  0.672994
  5  O     0.163503  0.108953  0.327006
  6  Ga    0.65841   0.314082  0.31682
  7  Ga    0.34159   0.685918  0.68318
  8  Ga    0.089878  0.794761  0.179756
  9  Ga    0.910122  0.205239  0.820244",12,-2.28086285475,2.0077999999999996
35,In2O3,"Full Formula (In16 O24)
Reduced Formula: In2O3
abc   :   8.919681   8.919682   8.919682
angles: 109.471221 109.471222 109.471221
Sites (40)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  In    0.783444  0.033444  0.75
  1  In    0.216556  0.966556  0.25
  2  In    0.716556  0.466556  0.25
  3  In    0.5       0         0
  4  In    0.466556  0.25      0.716556
  5  In    0.75      0.783444  0.033444
  6  In    0.75      0.283444  0.533444
  7  In    0.25      0.216556  0.966556
  8  In    0.533444  0.75      0.283444
  9  In    0         0         0.5
 10  In    0.033444  0.75      0.783444
 11  In    0.966556  0.25      0.216556
 12  In    0.25      0.716556  0.466556
 13  In    0.283444  0.533444  0.75
 14  In    0         0.5       0
 15  In    0.5       0.5       0.5
 16  O     0.544142  0.536161  0.771987
 17  O     0.728013  0.264173  0.772155
 18  O     0.007982  0.044142  0.272155
 19  O     0.272155  0.007982  0.044142
 20  O     0.264173  0.772155  0.728013
 21  O     0.228013  0.455858  0.463839
 22  O     0.036161  0.492018  0.764173
 23  O     0.507982  0.235827  0.963839
 24  O     0.992018  0.955858  0.727845
 25  O     0.492018  0.764173  0.036161
 26  O     0.235827  0.963839  0.507982
 27  O     0.536161  0.771987  0.544142
 28  O     0.955858  0.727845  0.992018
 29  O     0.044142  0.272155  0.007982
 30  O     0.764173  0.036161  0.492018
 31  O     0.271987  0.735827  0.227845
 32  O     0.771987  0.544142  0.536161
 33  O     0.772155  0.728013  0.264173
 34  O     0.455858  0.463839  0.228013
 35  O     0.963839  0.507982  0.235827
 36  O     0.463839  0.228013  0.455858
 37  O     0.735827  0.227845  0.271987
 38  O     0.227845  0.271987  0.735827
 39  O     0.727845  0.992018  0.955858",206,-2.0242672967500015,0.9324000000000003
36,In2O3,"Full Formula (In8 O12)
Reduced Formula: In2O3
abc   :   3.200684   5.861311  12.948072
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  In    0.75  0.734363  0.048338
  1  In    0.75  0.234363  0.451662
  2  In    0.75  0.826188  0.805042
  3  In    0.25  0.673812  0.305042
  4  In    0.25  0.265637  0.951662
  5  In    0.25  0.765637  0.548338
  6  In    0.25  0.173812  0.194958
  7  In    0.75  0.326188  0.694958
  8  O     0.75  0.97924   0.599249
  9  O     0.75  0.120179  0.067422
 10  O     0.75  0.850267  0.221575
 11  O     0.25  0.379821  0.567422
 12  O     0.75  0.350267  0.278425
 13  O     0.75  0.47924   0.900751
 14  O     0.25  0.149733  0.778425
 15  O     0.25  0.879821  0.932578
 16  O     0.25  0.649733  0.721575
 17  O     0.25  0.02076   0.400751
 18  O     0.25  0.52076   0.099249
 19  O     0.75  0.620179  0.432578",62,-1.780485072750001,0.11219999999999963
